No.					Name				Type1				Type2				Normal_Ability1		Normal_Ability2		Hidden_Ability		Catch_Rate			Egg_Group1			Egg_Group2			Egg_Cycle			Height(m)			Weight(kg)			HP					Attack				Defense				Spcial_Attack		Spcial_Defense		Speed				Total				
759					Stufful				Normal				Fighting			Fluffy				Klutz				Cute_Charm			140					Field				Unknown				3855				0.5					6.8					70					75					50					45					50					50					340					
760					Bewear				Normal				Fighting			Fluffy				Klutz				Unnerve				70					Field				Unknown				3855				2.1					135.0				120					125					80					55					60					60					500					
761					Bounsweet			Grass				Unknown				Leaf_Guard			Oblivious			Sweet_Veil			235					Grass				Unknown				5140				0.3					3.2					42					30					38					30					38					32					210					
762					Steenee				Grass				Unknown				Leaf_Guard			Oblivious			Sweet_Veil			120					Grass				Unknown				5140				0.7					8.2					52					40					48					40					48					62					290					
763					Tsareena			Grass				Unknown				Leaf_Guard			Queenly_Majesty		Sweet_Veil			45					Grass				Unknown				5140				1.2					21.4				72					120					98					50					98					72					510					
764					Comfey				Fairy				Unknown				Flower_Veil			Triage				Natural_Cure		60					Grass				Unknown				5140				0.1					0.3					51					52					90					82					110					100					485					
765					Oranguru			Normal				Psychic				Inner_Focus			Telepathy			Symbiosis			45					Field				Unknown				5140				1.5					76.0				90					60					80					90					110					60					490					
766					Passimian			Fighting			Unknown				Receiver			Unknown				Defiant				45					Field				Unknown				5140				2.0					82.8				100					120					90					40					60					80					490					
767					Wimpod				Bug					Water				Wimp_Out			Unknown				Unknown				90					Bug					Water_3				5140				0.5					12.0				25					35					40					20					30					80					230					
768					Golisopod			Bug					Water				Emergency_Exit		Unknown				Unknown				45					Bug					Water_3				5140				2.0					108.0				75					125					140					60					90					40					530					
769					Sandygast			Ghost				Ground				Water_Compaction	Unknown				Sand_Veil			140					Amorphous			Unknown				3855				0.5					70.0				55					55					80					70					45					15					320					
770					Palossand			Ghost				Ground				Water_Compaction	Unknown				Sand_Veil			60					Amorphous			Unknown				3855				1.3					250.0				85					75					110					100					75					35					480					
771					Pyukumuku			Water				Unknown				Innards_Out			Unknown				Unaware				60					Water_1				Unknown				3855				0.3					1.2					55					60					130					30					130					5					410					
772					Type:_Null			Normal				Unknown				Battle_Armor		Unknown				Unknown				3					Undiscovered		Unknown				30840				1.9					120.5				95					95					95					95					95					59					534					
773					Silvally			Normal				Unknown				RKS_System			Unknown				Unknown				3					Undiscovered		Unknown				30840				2.3					100.5				95					95					95					95					95					95					570					
774					Minior				Rock				Flying				Shields_Down		Unknown				Unknown				30					Mineral				Unknown				6425				0.3					40.0				60					60					100					60					100					60					440					
775					Komala				Normal				Unknown				Comatose			Unknown				Unknown				45					Field				Unknown				5140				0.4					19.9				65					115					65					75					95					65					480					
776					Turtonator			Fire				Dragon				Shell_Armor			Unknown				Unknown				70					Monster				Dragon				5140				2.0					212.0				60					78					135					91					85					36					485					
777					Togedemaru			Electric			Steel				Iron_Barbs			Lightning_Rod		Sturdy				180					Field				Fairy				2570				0.3					3.3					65					98					63					40					73					96					435					
778					Mimikyu				Ghost				Fairy				Disguise			Unknown				Unknown				45					Amorphous			Unknown				5140				0.2					0.7					55					90					80					50					105					96					476					
779					Bruxish				Water				Psychic				Dazzling			Strong_Jaw			Wonder_Skin			80					Water_2				Unknown				3855				0.9					19.0				68					105					70					70					70					92					475					
780					Drampa				Normal				Dragon				Berserk				Sap_Sipper			Cloud_Nine			70					Monster				Dragon				5140				3.0					185.0				78					60					85					135					91					36					485					
781					Dhelmise			Ghost				Grass				Steelworker			Unknown				Unknown				25					Mineral				Unknown				6425				3.9					210.0				70					131					100					86					90					40					517					
782					Jangmo-o			Dragon				Unknown				Bulletproof			Soundproof			Overcoat			45					Dragon				Unknown				10280				0.6					29.7				45					55					65					45					45					45					300					
783					Hakamo-o			Dragon				Fighting			Bulletproof			Soundproof			Overcoat			45					Dragon				Unknown				10280				1.2					47.0				55					75					90					65					70					65					420					
784					Kommo-o				Dragon				Fighting			Bulletproof			Soundproof			Overcoat			45					Dragon				Unknown				10280				1.6					78.2				75					110					125					100					105					85					600					
785					Tapu_Koko			Electric			Fairy				Electric_Surge		Unknown				Telepathy			3					Undiscovered		Unknown				3855				1.8					20.5				70					115					85					95					75					130					570					
786					Tapu_Lele			Psychic				Fairy				Psychic_Surge		Unknown				Telepathy			3					Undiscovered		Unknown				3855				1.2					18.6				70					85					75					130					115					95					570					
787					Tapu_Bulu			Grass				Fairy				Grassy_Surge		Unknown				Telepathy			3					Undiscovered		Unknown				3855				1.9					45.5				70					130					115					85					95					75					570					
788					Tapu_Fini			Water				Fairy				Misty_Surge			Unknown				Telepathy			3					Undiscovered		Unknown				3855				1.3					21.2				70					75					115					95					130					85					570					
789					Cosmog				Psychic				Unknown				Unaware				Unknown				Unknown				45					Undiscovered		Unknown				30840				0.2					0.1					43					29					31					29					31					37					200					
790					Cosmoem				Psychic				Unknown				Sturdy				Unknown				Unknown				45					Undiscovered		Unknown				30840				0.1					999.9				43					29					131					29					131					37					400					
791					Solgaleo			Psychic				Steel				Full_Metal_Body		Unknown				Unknown				45					Undiscovered		Unknown				30840				3.4					230.0				137					137					107					113					89					97					680					
792					Lunala				Psychic				Ghost				Shadow_Shield		Unknown				Unknown				45					Undiscovered		Unknown				30840				4.0					120.0				137					113					89					137					107					97					680					
793					Nihilego			Rock				Poison				Beast_Boost			Unknown				Unknown				45					Undiscovered		Unknown				30840				1.2					55.5				109					53					47					127					131					103					570					
794					Buzzwole			Bug					Fighting			Beast_Boost			Unknown				Unknown				45					Undiscovered		Unknown				30840				2.4					333.6				107					139					139					53					53					79					570					
795					Pheromosa			Bug					Fighting			Beast_Boost			Unknown				Unknown				45					Undiscovered		Unknown				30840				1.8					25.0				71					137					37					137					37					151					570					
796					Xurkitree			Electric			Unknown				Beast_Boost			Unknown				Unknown				45					Undiscovered		Unknown				30840				3.8					100.0				83					89					71					173					71					83					570					
797					Celesteela			Steel				Flying				Beast_Boost			Unknown				Unknown				45					Undiscovered		Unknown				30840				9.2					999.9				97					101					103					107					101					61					570					
798					Kartana				Grass				Steel				Beast_Boost			Unknown				Unknown				45					Undiscovered		Unknown				30840				0.3					0.1					59					181					131					59					31					109					570					
799					Guzzlord			Dark				Dragon				Beast_Boost			Unknown				Unknown				45					Undiscovered		Unknown				30840				5.5					888.0				223					101					53					97					53					43					570					
800					Necrozma			Psychic				Unknown				Prism_Armor			Unknown				Unknown				255					Undiscovered		Unknown				30840				2.4					230.0				97					107					101					127					89					79					600					
801					Magearna			Steel				Fairy				Soul-Heart			Unknown				Unknown				3					Undiscovered		Unknown				30840				1.0					80.5				80					95					115					130					115					65					600					
802					Marshadow			Fighting			Ghost				Technician			Unknown				Unknown				3					Undiscovered		Unknown				30840				0.7					22.2				90					125					80					90					90					125					600					
803					Poipole				Poison				Unknown				Beast_Boost			Unknown				Unknown				45					Undiscovered		Unknown				30840				0.6					1.8					67					73					67					73					67					73					420					
804					Naganadel			Poison				Dragon				Beast_Boost			Unknown				Unknown				45					Undiscovered		Unknown				30840				3.6					150					73					73					73					127					73					121					540					
805					Stakataka			Rock				Steel				Beast_Boost			Unknown				Unknown				30					Undiscovered		Unknown				30840				5.5					820.0				61					131					211					53					101					13					570					
806					Blacephalon			Fire				Ghost				Beast_Boost			Unknown				Unknown				30					Undiscovered		Unknown				30840				1.8					13.0				53					127					53					151					79					107					570					
807					Zeraora				Electric			Unknown				Volt_Absorb			Unknown				Unknown				3					Undiscovered		Unknown				30840				1.5					44.5				88					112					75					102					80					143					600					
